,display_phone,distance,id,is_closed,name,phone,price,rating,review_count,transactions,address,longitude,latitude,categories,seperated_address,house_numbers,split_address,establishment,trimmed_name,clean_address
10,(210) 236-8095,14449.813884542677,lHQUmNEMXFiHUfBWPZ7Odw,False,Whiskey Cake,12102368095.0,$$,4.0,1379,[],15900 la cantera pkwy,-98.611468,29.593213000000002,"['American (New)', 'Breakfast & Brunch']","['15900', 'la', 'cantera', 'pkwy']",[,la cantera pkwy,Whiskey Cake,Whiskey Cake,la cantera pkwy
11,(210) 455-5701,6631.310328751167,mlrX_eT46F_WjEcNNDqg-g,False,Southerleigh Fine Food and Brewery,12104555701.0,$$,4.0,1079,[],136 e grayson st,-98.48066182196199,29.442538949608696,"['Breweries', 'American (New)', 'Bars']","['136', 'e', 'grayson', 'st']",[,e grayson st,Southerleigh Fine Food and Brewery,Southerleigh Fine Food and Brewery,e grayson
12,(210) 225-0722,8137.157164160429,n1QMj77k8tWEeqSe8cnRTA,False,Biga On The Banks,12102250722.0,$$$,4.5,726,['delivery'],203 s saint marys st,-98.492,29.42369,"['American (New)', 'Venues & Event Spaces', 'Desserts']","['203', 's', 'saint', 'marys', 'st']",[,s saint marys st,Biga On The Banks,Big On The Banks,saint marys
13,(210) 320-0819,5492.328813233858,y0G19V0kCxK3XDE4PuEjKw,False,Tycoon Flats,12103200819.0,$$,4.0,797,['delivery'],2926 n saint marys st,-98.48491,29.45228,"['Burgers', 'American (New)']","['2926', 'n', 'saint', 'marys', 'st']",[,n saint marys st,Tycoon Flats,Tyco Flats,naint marys
14,(210) 616-0954,2758.823775611637,jpkIekRcJwkheofnq4tyvw,False,Picnikins Patio Cafe,12106160954.0,$$,4.5,405,['delivery'],6901 blanco rd,-98.50789,29.51892,"['American (New)', 'American (Traditional)']","['6901', 'blanco', 'rd']",[,blanco rd,Picnikins Patio Cafe,Picnikins Patio Cafe,blanco
15,(210) 828-9669,5501.003111445088,eglk84L_IwvD4KwPk0Rq3w,False,Cappy's Restaurant,12108289669.0,$$,4.5,438,[],5011 broadway st,-98.46338879999999,29.472636699999995,"['American (New)', 'Breakfast & Brunch', 'Bars']","['5011', 'broadway', 'st']",[,broadway st,Cappy's Restaurant,Cappy's Restaurant,broadway
16,(210) 277-7047,9571.434425232646,oLdog5Vfrxo_E99A_zMypQ,False,Stella Public House,12102777047.0,$$,4.0,665,"['delivery', 'pickup']",1414 s alamo st,-98.495517,29.409946,"['Pizza', 'American (New)', 'Tapas/Small Plates']","['1414', 's', 'alamo', 'st']",[,s alamo st,Stella Public House,Stell Public House,s alamo
17,(210) 518-1063,8056.5565219330065,DCpLIlaGzsC8mG2077eANw,False,Las Canarias,12105181063.0,$$,4.0,478,['delivery'],112 college st,-98.48991108561171,29.425193555007898,"['American (New)', 'Breakfast & Brunch', 'Buffets']","['112', 'college', 'st']",[,college st,Las Canarias,Las Canarias,college
18,(210) 277-8612,9516.873013977323,_8CAyUIaJkgUqHtZATy-lQ,False,The Bread Box,12102778612.0,$$,4.5,289,"['delivery', 'pickup']",555 w bitters rd,-98.499714738381,29.579066082308803,"['Bakeries', 'Sandwiches', 'American (New)']","['555', 'w', 'bitters', 'rd']",[,w bitters rd,The Bread Box,The Bread Box,w bitters
19,(210) 448-8351,6583.825696088776,JS3gCbLH6Gkz_6lJR6AMQA,False,Supper,12104488351.0,$$,4.0,445,['delivery'],132 e grayson st,-98.48100310489349,29.442861538766397,"['American (New)', 'Breakfast & Brunch']","['132', 'e', 'grayson', 'st']",[,e grayson st,Supper,Supper,e grayson
20,(210) 248-9244,6611.926629847822,oVASyewXkfUUXb2k2nOaKw,False,Down on Grayson,12102489244.0,$$,4.0,681,[],303 e grayson st,-98.4782447700663,29.4439930070745,"['American (New)', 'Beer Bar', 'Wine Bars']","['303', 'e', 'grayson', 'st']",[,e grayson st,Down on Grayson,Down  Grayson,e grayson
21,(210) 300-4728,4563.272003575844,uw5b_6gdZ6hYsCz75lwBXg,False,Outlaw Kitchens,12103004728.0,$$,5.0,115,[],2919 n flores st,-98.5029868,29.4546217,"['American (New)', 'Cafes']","['2919', 'n', 'flores', 'st']",[,n flores st,Outlaw Kitchens,Outlaw Kitchens,n flores
22,(210) 444-9547,3477.473761457342,npasNPLckc0XHKnScB4wmQ,False,MAX's Wine Dive - San Antonio,12104449547.0,$$,3.5,680,"['delivery', 'pickup']",340 e basse rd,-98.47849000000001,29.49649,"['Wine Bars', 'American (New)', 'Breakfast & Brunch']","['340', 'e', 'basse', 'rd']",[,e basse rd,MAX's Wine Dive - San Antonio,MAX's Wine Dive - S Antonio,e basse
23,(210) 558-6161,14422.5257261161,PsysXkAtN_X-jkmuSSt_kw,False,Perry's Steakhouse & Grille - La Cantera,12105586161.0,$$$,4.0,464,['delivery'],15900 la cantera pkwy,-98.6110403886035,29.5932077735882,"['Steakhouses', 'Seafood', 'American (New)']","['15900', 'la', 'cantera', 'pkwy']",[,la cantera pkwy,Perry's Steakhouse & Grille - La Cantera,Perry's Steakhouse & Grille - L Cantera,la cantera pkwy
24,(210) 354-4644,6556.269436574538,i8iLLTjW-_RzvXxlRVpsGg,False,Boiler House Texas Grill & Wine Garden,12103544644.0,$$,3.5,719,"['delivery', 'pickup']",312 pearl pkwy,-98.480389,29.443453,"['American (New)', 'Breakfast & Brunch', 'Wine Bars']","['312', 'pearl', 'pkwy']",[,pearl pkwy,Boiler House Texas Grill & Wine Garden,Boiler House Texas Grill & Wine Garden,pearl pkwy
25,(210) 354-3844,8406.487040615479,q4cLyDHBsJJKC4TF4nytDw,False,Yard House,12103543844.0,$$,4.0,539,"['delivery', 'pickup']",849 e commerce st,-98.48506400000001,29.423284000000002,"['American (New)', 'Bars', 'Vegetarian']","['849', 'e', 'commerce', 'st']",[,e commerce st,Yard House,Yard House,e commerce
26,(210) 590-0515,9520.183191400758,s5NDZKT4dI9_KS5LK9UhTA,False,Jamaica Jamaica Cuisine,12105900515.0,$$,4.0,319,['delivery'],2026 austin hwy,-98.4164711460471,29.502487344186,"['Caribbean', 'Bars', 'American (New)']","['2026', 'austin', 'hwy']",[,austin hwy,Jamaica Jamaica Cuisine,Jamaic Jamaic Cuisine,austin hwy
27,(210) 973-6050,8861.22144709602,ymLDUAQv7WqSp0WacIlGpQ,False,Maverick Texas Brasserie,12109736050.0,$$,4.0,326,['delivery'],710 s st mary's st,-98.49000699999999,29.417631,"['Comfort Food', 'American (New)', 'Brasseries']","['710', 's', 'st', ""mary's"", 'st']",[,s st mary's st,Maverick Texas Brasserie,Maverick Texas Brasserie,s mary's
28,(210) 236-5134,11735.850300540777,10lsN6Ciaf0b6z9Ha0-_Iw,False,Picnikins Patio Cafe,12102365134.0,$$,4.5,197,['delivery'],5811 university heights blvd,-98.597038,29.5717050510903,"['American (New)', 'American (Traditional)']","['5811', 'university', 'heights', 'blvd']",[,university heights blvd,Picnikins Patio Cafe,Picnikins Patio Cafe,university heights
29,(210) 532-2551,9724.988886321617,T3oCtbanG90JrCnVS6eLbg,False,Bite,12105322551.0,$$,4.0,220,"['restaurant_reservation', 'delivery']",1012 s presa st,-98.48681851653289,29.4103426122861,"['French', 'American (New)', 'Wine Bars']","['1012', 's', 'presa', 'st']",[,s presa st,Bite,Bite,s presa
30,(210) 223-3101,8897.561920585187,4XwckdO-Ep8hnUyBD4RYWw,False,Chart House,12102233101.0,$$$,3.5,904,['delivery'],739 e césar e chávez blvd,-98.4844153,29.417013,"['Seafood', 'Steakhouses', 'American (New)']","['739', 'e', 'césar', 'e', 'chávez', 'blvd']",[,e césar e chávez blvd,Chart House,Chart House,e césar chávez
31,(210) 824-0275,3119.199852116049,0oh-tWbIP7Suh4vYQEMbIw,False,J. Alexander's Restaurant,12108240275.0,$$,4.0,320,[],255 east basse rd,-98.48217617144259,29.494547262326698,"['American (New)', 'Seafood', 'Steakhouses']","['255', 'east', 'basse', 'rd']",[,east basse rd,J. Alexander's Restaurant,J. Alexander's Restaurant,east basse
32,(210) 802-1860,7629.17602552272,3nzrromr2ZfRwCjG4MSdCw,False,Pharm Table,12108021860.0,$$,4.0,182,['delivery'],106 auditorium cir,-98.488109,29.429759999999998,"['American (New)', 'Vegetarian', 'Cafes']","['106', 'auditorium', 'cir']",[,auditorium cir,Pharm Table,Pharm Table,auditorium cir
33,(210) 396-5817,8098.006894127759,G1TA_O4ImM47WJhVCrGBWg,False,Ostra,12103965817.0,$$$,3.5,389,['delivery'],212 w crockett st,-98.49056,29.42465,"['American (New)', 'Seafood', 'Breakfast & Brunch']","['212', 'w', 'crockett', 'st']",[,w crockett st,Ostra,Ostra,w crockett
34,(210) 352-3171,7862.022476607249,NAOHfkb9C6c834DH5Xu3kA,False,Rebelle,12103523171.0,$$$,4.0,249,[],300 e travis st,-98.48957,29.427290000000003,"['Seafood', 'American (New)', 'Steakhouses']","['300', 'e', 'travis', 'st']",[,e travis st,Rebelle,Rebelle,e travis
35,(210) 556-8624,9322.274880656645,xSrHK8MdVm0IihVNfHM9vA,False,Benjies Munch,12105568624.0,$$,4.5,116,['delivery'],1218 w bitters rd,-98.51214,29.5782,"['Food Trucks', 'Sandwiches', 'American (New)']","['1218', 'w', 'bitters', 'rd']",[,w bitters rd,Benjies Munch,Benjies Munch,w bitters
36,(210) 354-3001,7717.221638210823,jeJU6D_Dan4hUT6Zvsqy9Q,False,Burleson Yard Beer Garden,12103543001.0,$,4.0,156,[],430 austin st,-98.47839564085008,29.432520518916398,"['American (New)', 'Beer Gardens', 'Cocktail Bars']","['430', 'austin', 'st']",[,austin st,Burleson Yard Beer Garden,Burles Yard Beer Garden,austin
37,(210) 691-0033,14371.19882921792,X5y2lCbuF0THwrM5C83OKw,False,Yard House,12106910033.0,$$,3.5,489,"['delivery', 'pickup']",15900 la cantera pkwy,-98.610752,29.592815,"['American (New)', 'Bars', 'Vegetarian']","['15900', 'la', 'cantera', 'pkwy']",[,la cantera pkwy,Yard House,Yard House,la cantera pkwy
38,(210) 224-1976,8453.839373493045,BE13CTKdTAatznUAmVDuBg,False,Fig Tree Restaurant,12102241976.0,$$$,4.0,183,['delivery'],515 villita st,-98.488253,29.421901000000002,"['American (New)', 'French']","['515', 'villita', 'st']",[,villita st,Fig Tree Restaurant,Fig Tree Restaurant,villita
39,(210) 202-2694,13553.125994616761,thoppZoZ0yzdlz-8RexoFg,False,Topgolf,12102022694.0,$$,3.5,365,[],5539 n loop 1604 w,-98.594985,29.594146999999996,"['American (New)', 'Golf', 'Sports Bars']","['5539', 'n', 'loop', '1604', 'w']",[,n loop 1604 w,Topgolf,Topgolf,n loop 1604
40,(210) 824-8686,6478.11781121941,jXeeiKvlk7JP_vJSbRyknw,False,SILO Alamo Heights,12108248686.0,$$$,4.0,244,['delivery'],1133 austin hwy,-98.44808,29.48757,"['American (New)', 'Lounges']","['1133', 'austin', 'hwy']",[,austin hwy,SILO Alamo Heights,SILO Alamo Heights,austin hwy
41,(210) 821-3738,3373.3810366261146,rYnFtYX8U2Sm5aHlAhDb9g,False,Canyon Cafe,12108213738.0,$$,3.5,302,['delivery'],255 e basse rd,-98.4796751405624,29.497014545983202,['American (New)'],"['255', 'e', 'basse', 'rd']",[,e basse rd,Canyon Cafe,Cany Cafe,e basse
42,(210) 731-8534,3360.225568664964,6v-cmn8zqBiPKIX35mP63g,False,Charcoal Grill Organic Restaurant,12107318534.0,$$,4.5,112,[],110 n crossroads blvd,-98.54902299999999,29.492151,"['American (New)', 'Gluten-Free']","['110', 'n', 'crossroads', 'blvd']",[,n crossroads blvd,Charcoal Grill Organic Restaurant,Charcoal Grill Organic Restaurant,n crossroads
43,(210) 858-4052,5558.1885789191465,gCtxmu4-s2FPmVt8AJXxxQ,False,BurgerFi,12108584052.0,$$,4.0,148,"['delivery', 'pickup']",1907 nacogdoches rd,-98.4586191773087,29.506322701852003,"['Hot Dogs', 'American (New)', 'Burgers']","['1907', 'nacogdoches', 'rd']",[,nacogdoches rd,BurgerFi,BurgerFi,nacogdoches
44,(210) 737-2411,5410.3221538117905,BiNmstOGccF4-8Isfvgpuw,False,Bombay Bicycle Club,12107372411.0,$$,4.0,167,['delivery'],3506 n saint marys st,-98.478578,29.457093,"['American (New)', 'Sports Bars', 'Burgers']","['3506', 'n', 'saint', 'marys', 'st']",[,n saint marys st,Bombay Bicycle Club,Bombay Bicycle Club,naint marys
45,(210) 877-5355,14670.94160006607,9IvCOANZzgnbEHrPpw5vQQ,False,Kona Grill,12108775355.0,$$,3.5,534,"['delivery', 'pickup']",15900 la cantera pkwy,-98.614506,29.593553999999997,"['Sushi Bars', 'American (New)']","['15900', 'la', 'cantera', 'pkwy']",[,la cantera pkwy,Kona Grill,Kon Grill,la cantera pkwy
46,(210) 828-6860,5517.1481324245115,RfP3zhPpXZR83yHtjvwonA,False,Cappyccino's,12108286860.0,$$,4.0,102,['delivery'],5003 broadway st,-98.463308,29.472451,['American (New)'],"['5003', 'broadway', 'st']",[,broadway st,Cappyccino's,Cappyccino's,broadway
47,(210) 433-9960,8818.552053566103,cXChKPJAQaRWTpNpk6wNpQ,False,Chunky's Burgers,12104339960.0,$$,3.5,241,"['delivery', 'pickup']",4602 callaghan rd,-98.6020614576721,29.4728246965723,"['Burgers', 'American (New)']","['4602', 'callaghan', 'rd']",[,callaghan rd,Chunky's Burgers,Chunky's Burgers,callaghan
48,(210) 828-3508,4579.81695716371,E5tdvAio8CPvFsFAzsj0Bw,False,Stone Werks Big Rock Grille - Lincoln Heights,12108283508.0,$$,3.5,297,[],999 e basse rd,-98.4672100317383,29.4974449232158,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']","['999', 'e', 'basse', 'rd']",[,e basse rd,Stone Werks Big Rock Grille - Lincoln Heights,Stone Werks Big Rock Grille - Lincoln Heights,e basse
49,(210) 520-0706,9519.432890487078,B_-sdSVBpWsgKhF8T1wilQ,False,Leon Valley Cafe,12105200706.0,$$,4.5,329,[],6417 evers rd,-98.61236,29.501520000000003,"['American (New)', 'Cafes']","['6417', 'evers', 'rd']",[,evers rd,Leon Valley Cafe,Le Valley Cafe,evers
50,(210) 503-5121,4353.184906199618,5Oj72C1PsKWHYM25XiQgWw,False,Clementine San Antonio,12105035121.0,$$$,4.5,120,[],2195 nw military hwy,-98.5221405,29.532424300000002,"['Southern', 'American (New)']","['2195', 'nw', 'military', 'hwy']",[,nw military hwy,Clementine San Antonio,Clementine S Antonio,nw military hwy
51,(210) 236-5437,10663.11535145296,VJpFnNjUiWx7tddvuB5K8g,False,Twin Peaks,12102365437.0,$$,3.5,237,"['delivery', 'pickup']",12790 w interstate 10,-98.591961,29.562571000000002,"['American (New)', 'Sports Bars']","['12790', 'w', 'interstate', '10']",[,w interstate 10,Twin Peaks,Tw Peaks,w interstate 10
52,(210) 224-3343,8404.647364166347,gHiyjLK8ugcxPeM3J8KvJw,False,Durty Nelly's Irish Pub,12102243343.0,$$,3.5,263,[],200 s alamo st,-98.4877823521925,29.4224955442625,"['Pubs', 'American (New)', 'Irish Pub']","['200', 's', 'alamo', 'st']",[,s alamo st,Durty Nelly's Irish Pub,Durty Nelly's Irish Pub,s alamo
53,(210) 824-8686,6478.11781121941,2XqrAAya6djfuus3W9y_ug,False,Nosh,12108248686.0,$$,3.5,122,['delivery'],1133 austin hwy,-98.44808,29.48757,['American (New)'],"['1133', 'austin', 'hwy']",[,austin hwy,Nosh,Nosh,austin hwy
54,(210) 822-7272,8335.060976439101,EJuG-HM4iINp8pPg2ZiMvQ,False,Longhorn Cafe,12108227272.0,$,4.0,101,['delivery'],1003 rittiman rd,-98.4288549375732,29.485851286736196,['American (New)'],"['1003', 'rittiman', 'rd']",[,rittiman rd,Longhorn Cafe,Longhorn Cafe,rittiman
55,(210) 998-7601,3294.4299275900944,KZ11iOFNohT5JWULdUBZ3Q,False,Kona Grill,12109987601.0,$$,3.5,208,[],7400 san pedro ave,-98.495302,29.518962,"['Sushi Bars', 'American (New)']","['7400', 'san', 'pedro', 'ave']",[,san pedro ave,Kona Grill,Kon Grill,san pedroe
56,(210) 233-1199,10951.119633152519,IUO84Sl_4U7RV7Imz9jXyA,False,Native Grill & Wings,12102331199.0,$$,3.5,188,"['delivery', 'pickup']",3238 wurzbach rd,-98.6234731,29.467642100000003,"['American (New)', 'Sports Bars', 'Chicken Wings']","['3238', 'wurzbach', 'rd']",[,wurzbach rd,Native Grill & Wings,Native Grill & Wings,wurzbach
57,(210) 447-7102,3000.2587072229107,lcLRd7I5iJdIqvAbIdktlQ,False,Twin Peaks,12104477102.0,$$,3.0,230,['delivery'],702 nw loop 410,-98.503753,29.519778000000002,"['American (New)', 'Sports Bars']","['702', 'nw', 'loop', '410']",[,nw loop 410,Twin Peaks,Tw Peaks,nw loop 410
58,(726) 900-7500,14414.111624704728,TM2ehhLvzDKAGc9rVxPR1A,False,Bar Louie,17269007500.0,$$,3.5,281,['delivery'],15900 la cantera pkwy,-98.61096112625891,29.5931670801876,"['Bars', 'American (New)', 'Gastropubs']","['15900', 'la', 'cantera', 'pkwy']",[,la cantera pkwy,Bar Louie,Bar Louie,la cantera pkwy
59,(210) 424-2014,3206.180052898768,-3VigdTJEhNZSsd2SXR7Uw,False,California Pizza Kitchen at Alamo Quarry Market,12104242014.0,$$,3.5,105,['delivery'],255 e basse rd,-98.48149000000001,29.497705,"['Pizza', 'American (New)', 'Salad']","['255', 'e', 'basse', 'rd']",[,e basse rd,California Pizza Kitchen at Alamo Quarry Market,Californi Pizz Kitchen at Alamo Quarry Market,e basse
60,(210) 224-7625,8076.172200947882,r2fYmxLsjGPIehjX4bqY9Q,False,Hard Rock Cafe,12102247625.0,$$,3.0,362,"['delivery', 'pickup']",111 w crockett st,-98.48909,29.425240000000002,"['American (New)', 'Burgers', 'Music Venues']","['111', 'w', 'crockett', 'st']",[,w crockett st,Hard Rock Cafe,Hard Rock Cafe,w crockett
61,(210) 554-1721,7874.911390759731,HocbcLmnvHvc642fvUET8A,False,Market on Houston,12105541721.0,$$,3.0,214,['pickup'],205 e houston st,-98.49100977990472,29.426610008151197,"['American (New)', 'Pizza', 'Breakfast & Brunch']","['205', 'e', 'houston', 'st']",[,e houston st,Market on Houston,Market  Houston,e houston
62,(210) 569-4453,6722.459927749112,9wB-gDK4KCduywgN23BflA,False,Crepelandia,12105694453.0,$,4.0,42,[],306 pearl pkwy,-98.4799336,29.441956599999997,"['American (New)', 'Creperies']","['306', 'pearl', 'pkwy']",[,pearl pkwy,Crepelandia,Crepelandia,pearl pkwy
63,(210) 699-4275,8923.411563831985,ODE2zOpEppIxhuUDS0IKDA,False,California Pizza Kitchen at San Antonio,12106994275.0,$$,3.5,110,"['delivery', 'pickup']",11745 ih 10 w phase 418,-98.581744,29.54927,"['Pizza', 'American (New)', 'Salad']","['11745', 'ih', '10', 'w', 'phase', '418']",[,ih 10 w phase 418,California Pizza Kitchen at San Antonio,Californi Pizz Kitchen at S Antonio,ih 10 phase 418
64,(210) 298-8040,8254.458042798597,vR7zr2Lq--B1g-wl8uSAvQ,False,Las Ramblas,12102988040.0,$$$,3.5,137,['restaurant_reservation'],306 w market st,-98.489783,29.423367,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']","['306', 'w', 'market', 'st']",[,w market st,Las Ramblas,Las Ramblas,w market
65,(210) 270-0786,8389.502027766841,WVci8VJE2GnURs5sMEmFDQ,False,The River's Edge Cafe + Patio Bar,12102700786.0,$$,3.0,171,['delivery'],200 s alamo st,-98.48779990000001,29.422340000000002,"['Breakfast & Brunch', 'American (New)', 'Sandwiches']","['200', 's', 'alamo', 'st']",[,s alamo st,The River's Edge Cafe + Patio Bar,The River's Edge Cafe + Patio Bar,s alamo
66,(210) 490-6666,8434.612089716693,I04iCC6w_WcP3g0PCVY56g,False,EZ's Brick Oven and Grill,12104906666.0,$,3.0,121,"['delivery', 'pickup']",734 bitters rd,-98.4835817119437,29.565393534811697,"['Burgers', 'Pizza', 'American (New)']","['734', 'bitters', 'rd']",[,bitters rd,EZ's Brick Oven and Grill,EZ's Brick Oven and Grill,bitters
67,(210) 877-9099,11829.904524576687,LrvuxEiZL5mn6GjlQQ02SA,False,The Well Restaurant.    Drink + Dine + Dance,12108779099.0,$$,2.5,225,"['delivery', 'pickup']",5539 utsa blvd,-98.59240628778929,29.576370382410197,"['Bars', 'Music Venues', 'American (New)']","['5539', 'utsa', 'blvd']",[,utsa blvd,The Well Restaurant.    Drink + Dine + Dance,The Well Restaurant.    Drink + Dine + Dance,utsa
68,(210) 496-9400,8464.987510476953,T5p7wY4Zn6sBcWTS_nh3DQ,False,Wing Daddy's Sauce House,12104969400.0,$$,2.5,147,['delivery'],903 e bitters rd,-98.47883639078822,29.563991434561,['American (New)'],"['903', 'e', 'bitters', 'rd']",[,e bitters rd,Wing Daddy's Sauce House,Wing Daddy's Sauce House,e bitters
69,(210) 321-4860,3763.635643716246,FiDlrMGtZ1Lm8E0h90zM2w,False,Cascabel Restaurant,12103214860.0,$$,3.5,16,['delivery'],37 ne loop 410,-98.49087,29.52147,"['American (New)', 'Breakfast & Brunch']","['37', 'ne', 'loop', '410']",[,ne loop 410,Cascabel Restaurant,Cascab Restaurant,ne loop 410
70,(210) 495-3447,11951.484544866362,57C7zHSto7HlSJR4XHO16Q,False,First Watch - Thousand Oaks,12104953447.0,,4.0,16,[],16668 san pedro ave,-98.4713694,29.5951894,"['Cafes', 'Breakfast & Brunch', 'American (New)']","['16668', 'san', 'pedro', 'ave']",[,san pedro ave,First Watch - Thousand Oaks,First Watch - Thousand Oaks,san pedroe
71,(214) 282-3932,8327.147344686033,T5EIOlmzWAxnHXmBFd8T9Q,False,Gourmet On the Fly,12142823932.0,$,4.0,7,[],,-98.5858154296875,29.4526869212149,"['Food Trucks', 'American (New)', 'Burgers']",['nan'],[,,Gourmet On the Fly,Gourmet On  Fly,
72,,8710.955676097867,OsXbDpR8pkp4yCcDEG3bIw,False,The Magpie,,,5.0,4,[],1602 e houston st,-98.47308000000001,29.42489,"['Korean', 'Wine Bars', 'American (New)']","['1602', 'e', 'houston', 'st']",[,e houston st,The Magpie,The Magpie,e houston
73,(210) 486-2328,10636.783285610241,UPwGd1u52mEpJbEeduAaHQ,False,Artemisia's At SPC,12104862328.0,,5.0,3,[],1801 martin luther king dr,-98.45452,29.414009999999998,"['Cafeteria', 'American (New)']","['1801', 'martin', 'luther', 'king', 'dr']",[,martin luther king dr,Artemisia's At SPC,Artemisia's At SPC,martin luther king
74,(210) 473-6377,11363.038520324568,iJxbQ9KAGFBabTJ_aNyCtQ,False,Chi Chi Birds Hot Chicken,12104736377.0,,4.5,4,[],6422 babcock rd,-98.6156,29.546259999999997,"['American (New)', 'Pop-Up Restaurants', 'Chicken Shop']","['6422', 'babcock', 'rd']",[,babcock rd,Chi Chi Birds Hot Chicken,Chi Chi Birds Hot Chicken,babcock
75,,8073.416704308992,UYS35udDfDUvZTkfA3eXZQ,False,Blazin' Burgers Food Truck,,$,3.5,8,[],,,,"['Street Vendors', 'American (New)', 'Food Trucks']",['nan'],[,,Blazin' Burgers Food Truck,Blazin' Burgers Food Truck,
76,(210) 734-7184,5323.9221879158895,WodoCjlSPnDx552pWJCUDQ,False,Zootennial Restaurant,12107347184.0,$$,3.5,6,[],3903 n st mary's st,-98.47363404929631,29.462302261192697,"['Pizza', 'American (New)', 'Burgers']","['3903', 'n', 'st', ""mary's"", 'st']",[,n st mary's st,Zootennial Restaurant,Zootennial Restaurant,n mary's
77,,6207.127139645585,r2lEgHINqEBwATcRrpgmDQ,False,Cilantro,,$$,4.0,4,[],1111 ne loop 410,-98.455688,29.517038,['American (New)'],"['1111', 'ne', 'loop', '410']",[,ne loop 410,Cilantro,Cilantro,ne loop 410
78,(210) 377-3900,3458.2710243186434,-fh9rAYxKJkpPVS0fLx5Vg,False,Asado Urban Grill,12103773900.0,$$$,3.0,7,[],3233 nw loop 410,-98.5475234985352,29.5061302185059,"['American (New)', 'Breakfast & Brunch', 'Bars']","['3233', 'nw', 'loop', '410']",[,nw loop 410,Asado Urban Grill,Asado Urb Grill,nw loop 410
