,DISTRICT,ESTABLISHMENT ADDRESS,ESTABLISHMENT NAME,INSPECTION DATE,LINK,SECTOR,TOTAL SCORE
5602,B,"13131 US 281 N San Antonio, TX 782160",HOOTERS,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419559&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,13,93
5603,C,"3702 MILITARY DR SE San Antonio, TX 782234045",J. ANTHONY'S SEAFOOD RESTAURANT,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419484&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,25,96
5604,D,"5819 LOOP 410 NW San Antonio, TX 782382519",JASON'S DELI #,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419514&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,31,98
5605,A,"5917 BANDERA RD San Antonio, TX 782381822",JIMS COFFEE SHOP #14 #,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419523&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,88
5606,B,"4051 BROADWAY San Antonio, TX 782096313",KOI KAWA JAPANESE RESTAURANT,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419574&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,92
5607,C,"3310 ZARZAMORA ST S San Antonio, TX 782251353",LA MICHOACANA MEAT MARKET,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419496&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,23,87
5608,A,"7271 WURZBACH RD San Antonio, TX 782403891",LEES GARDEN CHINESE RESTAURANT,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419495&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,86
5609,D,"6301 LOOP 410 NW San Antonio, TX 782383801",LUBYS CAFETERIA #,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419570&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,31,100
5610,C,"944 MILITARY DR SE San Antonio, TX 782140",LUBYS CAFETERIA #11 #,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419607&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,25,100
5611,C,"115 BROADWAY San Antonio, TX 78205",MAVERICK WHISKEY,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419502&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,19,100
5612,A,"14630 HUEBNER RD San Antonio, TX 782300",MCDONALD'S #17572 #,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419509&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,9,98
5613,C,"4105 S FM 1604 E SAN ANTONIO, TX 782640",PILOT TRAVEL CENTER # 467,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419573&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,25,100
5614,C,"4105 S FM 1604 E SAN ANTONIO, TX 782640",PILOT TRAVEL CENTER # 467 SUBWAY,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419540&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,25,100
5615,D,"10775 POTRANCO RD San Antonio, TX 782513256",POTRANCO FOOD MART,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419563&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,30,100
5616,A,"5440 BABCOCK RD San Antonio, TX 782403946",ROYAL INN ORIENTAL CUISINE,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419483&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,89
5617,A,"17803 LA CANTERA TER San Antonio, TX 78256",RUTH'S CHRIS STEAK HOUSE,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419543&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,3,97
5618,D,"5959 LOOP 410 NW San Antonio, TX 782382501",SEA ISLAND SHRIMP HOUSE #S3,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419609&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,31,97
5619,C,"606 PLEASANTON RD San Antonio, TX 782141304",SHERRY'S TEXAN,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419504&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,23,96
5620,D,"2310 MILITARY DR SW San Antonio, TX 782241407","SIDE WOK CAFE - SOUTHPARK, INC.",2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419606&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,94
5621,B,"1435 AUSTIN HWY San Antonio, TX 782094337",SONIC DRIVE IN,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419566&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,92
5622,D,"9502 POTRANCO RD San Antonio, TX 782450",TASTE OF THAILAND,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419530&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,30,99
5623,A,"5520 EVERS RD San Antonio, TX 782381804",THAI TASTE,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419515&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,91
5624,A,"1 DOMINION DR San Antonio, TX 782571247",THE DOMINION COUNTRY CLUB,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419535&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,4,93
5625,C,"7615 KENNEDY HILL San Antonio, TX 78235",UIW MEDICAL SCHOOL KITCHEN,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419547&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,25,100
5626,D,"9526 MILITARY DR W San Antonio, TX 782510",WAL-MART NEIGHBORHOOD MARKET #5226,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419516&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,30,100
5627,B,"606 EMBASSY OAKS San Antonio, TX 782160",WEATHERED SOULS BREWERY CO,2019-05-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419501&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,13,100
5628,C,"6002 IH 35 S San Antonio, TX 782212737",7-ELEVEN #36607,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419545&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,84
5629,C,"5242 RIGSBY AV San Antonio, TX 782221418",7-ELEVEN #36625A,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419508&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,21,83
5630,A,"6647 CALLAGHAN RD San Antonio, TX 782295176",7-ELEVEN #38296,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419518&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,95
5631,A,"2347 NW MILITARY HY San Antonio, TX 782130","99 SICHUAN GARDEN, INC",2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419562&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,9,96
5632,D,"1300 WEST AV San Antonio, TX 782013501",ALAMO CARE ADULT DAY ACTIVITIES #,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419564&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,35,94
5633,A,"5527 N 1604 W San Antonio, TX 78249",ANDRETTI INDOOR KARTING AND GAME,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419487&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,4,97
5634,A,"3700 WISEMAN BV San Antonio, TX 782510",ARAMARK (CAFE),2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419565&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,5,100
5635,C,"111 FLORES ST S San Antonio, TX 782041010",ATHENS XPRESS,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419568&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,95
5636,A,"11711 BANDERA RD San Antonio, TX 78250",BARNES & NOBLE BOOKSELLERS INC #,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419542&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,98
5637,A,"12507 IH 10 W San Antonio, TX 782300",CARRABBAS ITALIAN GRILL,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419541&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,4,95
5638,A,"4715 MEDICAL DR San Antonio, TX 782290",CHICK-FIL-A # 02045,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419579&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,6,97
5639,A,"5803 BABCOCK RD San Antonio, TX 782402135",CHICK-FIL-A HUEBNER & BABCOCK,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419538&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,6,98
5640,B,"5203 EISENHAUER RD San Antonio, TX 782180",CHILITO LINDO,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419511&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,98
5641,B,"17333 US 281 N San Antonio, TX 782320",CHINA HARBOR #4,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419519&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,12,92
5642,A,"4727 MEDICAL DR San Antonio, TX 782290",CHIPOTLE MEXICAN GRILL #1910,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419493&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,6,94
5643,A,"2827 BABCOCK RD San Antonio, TX 782294813",CHRISTUS SANTA ROSA,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419489&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,6,97
5644,A,"10010 W FM 1604 N San Antonio, TX 782540",CIRCLE K #2741045,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419553&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,95
5645,C,"2623 MILITARY DR SE San Antonio, TX 782230",CITY BASE 10 CINEMA,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419550&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,25,100
5646,A,"2375 NW MILITARY HY San Antonio, TX 782130",CRAFTIQUES MALL,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419499&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,9,100
5647,C,"301 YUCCA ST San Antonio, TX 782032351",CROSSPOINT INC,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419485&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,20,97
5648,C,"4379 MILITARY DR SE San Antonio, TX 782225009",CURVE DRIVE INN,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419533&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,24,93
5649,C,"2553 HOUSTON ST E San Antonio, TX 782023127",FIRST STOP,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419527&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,20,85
5650,D,"515 WEST AV San Antonio, TX 782014348",FREDS FISH FRY #13 #,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419708&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,35,94
5651,A,"4823 EVERS RD San Antonio, TX 782282145",FRUTERIA LAS GUERAS,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419826&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,96
5652,C,"1025 MILITARY DR SE San Antonio, TX 782140",GOLDEN CORRAL CORPORATION,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419651&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,89
5653,A,"8503 NW MILITARY HY San Antonio, TX 782300",HEB,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419653&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,9,100
5654,D,"12530 SW 410 San Antonio, TX 78211",KFC-PALO ALTO,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419656&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,99
5655,A,"10919 CULEBRA RD San Antonio, TX 78253",LA CRAWFISH,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419658&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,76
5656,C,"6112 FLORES ST S San Antonio, TX 782142159",LA GRAN MICHOCANA PALATERIA,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419665&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,94
5657,B,"1208 AUSTIN HWY San Antonio, TX 782094820",LA TAQUERIA AUSTIN HWY,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419662&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,95
5658,B,"92 LOOP 410 NE San Antonio, TX 782165801",LOGAN'S ROADHOUSE,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419666&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,13,90
5659,A,"4223 BLANCO RD San Antonio, TX 782011107",LOS BARRIOS MEXICAN REST,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419671&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,8,90
5660,A,"11811 W FM 1604 N San Antonio, TX 780230",LUBYS CAFETERIA #,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419729&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,97
5661,A,"2517 WEST AV San Antonio, TX 782012235",LUCY CAFE,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419667&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,8,79
5662,A,"1609 WEST AV San Antonio, TX 782013549",MARIANOS RESTAURANT,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419652&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,8,91
5663,D,"602 BABCOCK RD San Antonio, TX 782283101",MORNING SIDE MANOR,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419641&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,34,98
5664,A,"10203 CULEBRA RD San Antonio, TX 782500",MYA'S TEX MEX CAFE,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419668&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,96
5665,D,"609 WEST AV San Antonio, TX 782014350",NARCY'S CAFE,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419696&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,35,95
5666,D,"1318 WEST AV San Antonio, TX 782013501",OKIDOKY FOOD STORE,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419724&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,35,89
5667,A,"12511 IH 10 W San Antonio, TX 782300",OUTBACK STEAKHOUSE,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419693&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,4,93
5668,D,"2408 PALO ALTO RD San Antonio, TX 782244137",PALO ALTO SUPERMARKET,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419744&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,91
5669,A,"7711 TEZEL RD San Antonio, TX 782503039",PIZZA HUT #,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419710&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,5,100
5670,C,"3323 ROOSEVELT AV San Antonio, TX 782142603",PIZZA HUT #27065,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419736&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,85
5671,C,"714 MILITARY DR SE San Antonio, TX 782140",PIZZA PATRON #49,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419673&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,25,100
5672,B,"3006 BROADWAY San Antonio, TX 782090",POTBELLY SANDWICH SHOP,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419720&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,100
5673,C,"2627 MILITARY DR SE San Antonio, TX 78223",PUMP IT UP OF SAN ANTONIO SE,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419687&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,25,99
5674,B,"1750 N FM 1604 E San Antonio, TX 782320",RED ROBIN,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419639&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,12,97
5675,D,"2423 PALO ALTO RD San Antonio, TX 782114136",SAN ANTONIO'S NUTRITION,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419679&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,98
5676,D,"1142 CUPPLES RD San Antonio, TX 782261218",SANTA MARIAS MEXICAN REST,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419705&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,29,93
5677,A,"5459 EVERS RD San Antonio, TX 782380",SNO FRENZY,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419678&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,93
5678,C,"812 ALAMO ST S San Antonio, TX 78205",STEEL CITY POPS SATX,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419659&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,100
5679,A,"6626 W 1604 N San Antonio, TX 78250",STONE WERKS BIG ROCK GRILLE,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419655&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,87
5680,D,"12530 SW 410 San Antonio, TX 78211",TACO BELL PALO ALTO,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419733&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,99
5681,A,"12731 IH 10 W San Antonio, TX 782301014",TACO CABANA #120 #,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419754&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,4,97
5682,A,"3615 WEST AV San Antonio, TX 782133640",TAQUERIA EL GALLO DE JALISCO,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419663&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,8,100
5683,B,"6402 IH 35 N San Antonio, TX 782184405",TAQUERIA HACIENDA TAPATIA,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419688&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,95
5684,A,"5527 BABCOCK RD San Antonio, TX 782401810",TAQUERIA JALISCO # 15,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419674&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,6,93
5685,B,"427 N FM 1604 W San Antonio, TX 782580",TARKA INDIAN KITCHEN,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419645&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,10,83
5686,A,"8503 NW MILITARY HY San Antonio, TX 782300",TOKYO GARDENS CATERINGLLC #,2019-06-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1419654&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,9,100
